NY662_111_Part1_conversation1_EEGPO_02REF,0,0
NY717_111_Part1_conversation1_LGA10,0,0
NY717_111_Part1_conversation1_LGA18,0,0
NY717_111_Part1_conversation1_LGA27,0,0
NY717_111_Part1_conversation1_LGA32,0,0
NY717_111_Part1_conversation1_LGA36,0,0
NY717_111_Part1_conversation1_LGA37,0,0
NY717_111_Part1_conversation1_LGA38,0,0
NY717_111_Part1_conversation1_LGA39,0.007,0
NY717_111_Part1_conversation1_LGA4,0,0
NY717_111_Part1_conversation1_LGA44,0,0
NY717_111_Part1_conversation1_LGA46,0,0
NY717_111_Part1_conversation1_LGA47,0,0
NY717_111_Part1_conversation1_LGA9,0,0
NY717_111_Part1_conversation1_LGB108,0,0
NY717_111_Part1_conversation1_LGB112,0,0
NY717_111_Part1_conversation1_LGB113,0,0
NY717_111_Part1_conversation1_LGB114,0,0
NY717_111_Part1_conversation1_LGB116,0,0
NY717_111_Part1_conversation1_LGB117,0,0
NY717_111_Part1_conversation1_LGB119,0,0
NY717_111_Part1_conversation1_LGB120,0,0
NY717_111_Part1_conversation1_LGB121,0,0
NY717_111_Part1_conversation1_LGB122,0,0
NY717_111_Part1_conversation1_LGB124,0,0
NY717_111_Part1_conversation1_LGB126,0,0
NY717_111_Part1_conversation1_LGB66,0,0
NY717_111_Part1_conversation1_LGB67,0.006961111,0
NY717_111_Part1_conversation1_LGB71,0,0
NY717_111_Part1_conversation1_LGB74,0,0
NY717_111_Part1_conversation1_LGB75,0,0
NY717_111_Part1_conversation1_LGB78,0,0
NY717_111_Part1_conversation1_LGB79,0,0
NY717_111_Part1_conversation1_LGB80,0,0
NY717_111_Part1_conversation1_LGB82,0,0
NY717_111_Part1_conversation1_LGB85,0,0
NY717_111_Part1_conversation1_LGB86,0,0
NY717_111_Part1_conversation1_LGB87,0,0
NY717_111_Part1_conversation1_LGB88,0,0
NY717_111_Part1_conversation1_LGB95,0,0
NY717_111_Part1_conversation1_LOF4,0,0
NY723_111_Part1_conversation1_LDII7,0,0
NY723_111_Part1_conversation1_LDII8,0,0
NY723_111_Part1_conversation1_LDII9,0,0
NY723_111_Part1_conversation1_LDSI10,0,0
NY723_111_Part1_conversation1_LDSI9,0,0
NY723_111_Part1_conversation1_LIF3,0,0
NY723_111_Part1_conversation1_LPT1,0,0
NY723_111_Part1_conversation1_LPT2,0,0
NY723_111_Part1_conversation1_LSF12,0,0
NY723_111_Part1_conversation1_LST1,0,0
NY723_111_Part1_conversation1_LST10,0,0
NY723_111_Part1_conversation1_LST2,0,0
NY723_111_Part1_conversation1_LST7,0,0
NY723_111_Part1_conversation1_LST8,0.006922652,0
NY741_111_Part1_conversation1_GA14,0,0
NY741_111_Part1_conversation1_GA23,0,0
NY741_111_Part1_conversation1_GA41,0,0
NY741_111_Part1_conversation1_GA44,0,0
NY741_111_Part1_conversation1_GA45,0,0
NY741_111_Part1_conversation1_GA47,0,0
NY741_111_Part1_conversation1_GA48,0,0
NY741_111_Part1_conversation1_GA64,0,0
NY742_111_Part1_conversation1_G101,0,0
NY742_111_Part1_conversation1_G102,0,0
NY742_111_Part1_conversation1_G103,0,0
NY742_111_Part1_conversation1_G104,0,0
NY742_111_Part1_conversation1_G108,0,0
NY742_111_Part1_conversation1_G110,0,0
NY742_111_Part1_conversation1_G111,0,0
NY742_111_Part1_conversation1_G113,0,0
NY742_111_Part1_conversation1_G118,0,0
NY742_111_Part1_conversation1_G119,0,0
NY742_111_Part1_conversation1_G120,0,0
NY742_111_Part1_conversation1_G121,0,0
NY742_111_Part1_conversation1_G124,0,0
NY742_111_Part1_conversation1_G125,0,0
NY742_111_Part1_conversation1_G128,0,0
NY742_111_Part1_conversation1_G15,0,0
NY742_111_Part1_conversation1_G22,0,0
NY742_111_Part1_conversation1_G23,0,0
NY742_111_Part1_conversation1_G24,0,0
NY742_111_Part1_conversation1_G30,0,0
NY742_111_Part1_conversation1_G31,0,0
NY742_111_Part1_conversation1_G34,0,0
NY742_111_Part1_conversation1_G35,0,0
NY742_111_Part1_conversation1_G37,0,0
NY742_111_Part1_conversation1_G42,0,0
NY742_111_Part1_conversation1_G43,0.006884615,0
NY742_111_Part1_conversation1_G44,0,0
NY742_111_Part1_conversation1_G45,0,0
NY742_111_Part1_conversation1_G51,0,0
NY742_111_Part1_conversation1_G53,0,0
NY742_111_Part1_conversation1_G54,0,0
NY742_111_Part1_conversation1_G55,0,0
NY742_111_Part1_conversation1_G56,0,0
NY742_111_Part1_conversation1_G61,0,0
NY742_111_Part1_conversation1_G63,0,0
NY742_111_Part1_conversation1_G64,0,0
NY742_111_Part1_conversation1_G7,0,0
NY742_111_Part1_conversation1_G75,0,0
NY742_111_Part1_conversation1_G93,0,0
NY742_111_Part1_conversation1_dPI5,0,0
NY743_111_Part1_conversation1_G10,0,0
NY743_111_Part1_conversation1_G11,0,0
NY743_111_Part1_conversation1_G19,0,0
NY743_111_Part1_conversation1_G3,0,0
NY743_111_Part1_conversation1_G44,0,0
NY743_111_Part1_conversation1_G45,0,0
NY743_111_Part1_conversation1_G46,0,0
NY743_111_Part1_conversation1_G47,0,0
NY743_111_Part1_conversation1_G52,0,0
NY743_111_Part1_conversation1_G53,0,0
NY743_111_Part1_conversation1_G54,0,0
NY743_111_Part1_conversation1_G64,0,0
NY763_111_Part1_conversation1_AT1,0.006846995,0
NY763_111_Part1_conversation1_DAI3,0,0
NY763_111_Part1_conversation1_DAI4,0,0
NY763_111_Part1_conversation1_DPI3,0,0
NY763_111_Part1_conversation1_DPMT8,0,0
NY763_111_Part1_conversation1_G15,0,0
NY763_111_Part1_conversation1_G20,0,0
NY763_111_Part1_conversation1_G21,0,0
NY763_111_Part1_conversation1_G23,0,0
NY763_111_Part1_conversation1_G24,0,0
NY763_111_Part1_conversation1_G25,0,0
NY763_111_Part1_conversation1_G31,0,0
NY763_111_Part1_conversation1_G32,0,0
NY763_111_Part1_conversation1_G33,0,0
NY763_111_Part1_conversation1_G34,0,0
NY798_111_Part1_conversation1_AF6,0,0
NY798_111_Part1_conversation1_AIT3,0,0
NY798_111_Part1_conversation1_DPI2,0,0
NY798_111_Part1_conversation1_DPI3,0,0
NY798_111_Part1_conversation1_G10,0,0
NY798_111_Part1_conversation1_G12,0,0
NY798_111_Part1_conversation1_G15,0,0
NY798_111_Part1_conversation1_G16,0,0
NY798_111_Part1_conversation1_G17,0,0
NY798_111_Part1_conversation1_G18,0,0
NY798_111_Part1_conversation1_G19,0,0
NY798_111_Part1_conversation1_G20,0.006809783,0
NY798_111_Part1_conversation1_G26,0,0
NY798_111_Part1_conversation1_G27,0,0
NY798_111_Part1_conversation1_G5,0,0
NY798_111_Part1_conversation1_G56,0,0
NY798_111_Part1_conversation1_G77,0,0
NY798_111_Part1_conversation1_G79,0,0
NY798_111_Part1_conversation1_G83,0,0
NY798_111_Part1_conversation1_G84,0,0
NY798_111_Part1_conversation1_G86,0,0
NY798_111_Part1_conversation1_G87,0,0
NY798_111_Part1_conversation1_G88,0,0
NY798_111_Part1_conversation1_G92,0,0
NY798_111_Part1_conversation1_G93,0,0
NY798_111_Part1_conversation1_G94,0,0
NY798_111_Part1_conversation1_G95,0,0
NY798_111_Part1_conversation1_G96,0,0
NY798_111_Part1_conversation1_O4,0,0
NY798_111_Part1_conversation1_O6,0,0